Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0079563													PILA_V_3_3-6kb/014023|m.354650								
OG0079564													PILA_V/hiseq/c3206_g1_i1|m.863								
OG0079565													PILA_V/hiseq/c34542_g1_i1|m.9730								
OG0079566													PILA_V/hiseq/c46092_g1_i1|m.18975								
OG0079567													PILA_NACLR/hiseq/c7163_g1_i1|m.3388								
OG0079568													PILA_V/hiseq/c56752_g1_i4|m.41394								
OG0079569													PILA_V1_1kb_3/013203|m.803886								
OG0079570													PILA_V/hiseq/c52527_g1_i3|m.30243								
OG0079571													PILA_V/hiseq/c9467_g1_i1|m.2554								
OG0079572													PILA_V_2_3-6kb/007829|m.275452								
OG0079573													PILA_NACLR/hiseq/c63260_g2_i1|m.49608								
OG0079574													PILA_DCR/hiseq/c113131_g1_i1|m.144625								
OG0079575													PILA_DCR/hiseq/c79520_g1_i1|m.38392								
OG0079576													PILA_BRS/miseq/c39552_g1_i1|m.61623								
OG0079577													PILA_V/hiseq/c55959_g2_i1|m.39213								
OG0079578													PILA_DCR/hiseq/c106684_g2_i4|m.122428								
OG0079579													PILA_V1_1kb_3/007031|m.794695								
OG0079580													PILA_V_2kb/012897|m.1008473								
OG0079581													PILA_V/hiseq/c60382_g1_i2|m.54679								
OG0079582													PILA_BRS/miseq/c49089_g1_i1|m.65884								
OG0079583													PILA_S_1kb/007575|m.548243								
OG0079584													PILA_V/hiseq/c58019_g1_i6|m.45393								
OG0079585													PILA_V/hiseq/c47813_g1_i1|m.21407								
OG0079586													PILA_V/hiseq/c57534_g2_i1|m.43822								
OG0079587													PILA_V/hiseq/c60589_g6_i2|m.55672								
OG0079588													PILA_DCS1kb_3/023031|m.98113								
OG0079589													PILA_S_1_3-6kb/010305|m.22749								
OG0079590													PILA_DCR/hiseq/c104246_g1_i1|m.107826								
OG0079591													PILA_DCS_1kb/024230|m.131460								
OG0079592													PILA_V/hiseq/c47105_g2_i1|m.20315								
OG0079593													PILA_S_3_3-6kb/007257|m.147618								
OG0079594													PILA_E1_1kb/006690|m.274563								
OG0079595													PILA_S_2_3-6kb/016458|m.102749								
OG0079596													PILA_V_1kb/018597|m.890788								
OG0079597													PILA_S_1_3-6kb/001315|m.3221								
OG0079598													PILA_DCR/hiseq/c15192_g1_i1|m.5334								
OG0079599													PILA_V/hiseq/c23662_g1_i2|m.6106								
OG0079600													PILA_DCR/hiseq/c84191_g1_i1|m.45429								
OG0079601													PILA_DCS1kb_3/020215|m.94351								
OG0079602													PILA_V/hiseq/c50701_g1_i1|m.26293								
OG0079603													PILA_DCR/hiseq/c100035_g1_i1|m.88565								
OG0079604													PILA_DCS1kb_2/011661|m.50958								
OG0079605													PILA_DCR/hiseq/c97846_g1_i2|m.80394								
OG0079606													PILA_V/hiseq/c57036_g1_i1|m.42248								
OG0079607													PILA_DCR/hiseq/c101069_g2_i3|m.92838								
OG0079608													PILA_V/hiseq/c16738_g1_i1|m.4386								
OG0079609													PILA_S_1kb_1/015150|m.496666								
OG0079610													PILA_DCR/hiseq/c98644_g2_i1|m.83419								
OG0079611													PILA_DCR/hiseq/c100335_g1_i2|m.89785								
OG0079612													PILA_V/hiseq/c2334_g1_i1|m.551								
OG0079613													PILA_S_2_3-6kb/008692|m.86418								
OG0079614													PILA_V/hiseq/c43774_g2_i1|m.16167								
OG0079615													PILA_V/hiseq/c49641_g2_i1|m.24429								
OG0079616													PILA_V1_1kb_3/013235|m.803941								
OG0079617													PILA_DCR/hiseq/c100659_g1_i1|m.91012								
OG0079618													PILA_SDN/miseq/c37540_g1_i1|m.59524								
OG0079619													PILA_V_2kb_1/010805|m.924669								
OG0079620													PILA_DCS1kb_2/000248|m.35537								
OG0079621													PILA_V/hiseq/c45262_g2_i1|m.17770								
OG0079622													PILA_SDN/miseq/c59984_g1_i1|m.71374								
OG0079623													PILA_DCS_1kb/024470|m.131791								
OG0079624													PILA_BRN/hiseq/c57118_g1_i1|m.21092								
OG0079625													PILA_V_1kb/017207|m.888589								
OG0079626													PILA_BRN/hiseq/c59945_g1_i1|m.24807								
OG0079627													PILA_DCR/hiseq/c89445_g1_i1|m.56279								
OG0079628													PILA_NACLR/hiseq/c59505_g1_i2|m.40761								
OG0079629													PILA_V/hiseq/c50440_g1_i1|m.25774								
OG0079630													PILA_DCS_1kb/018891|m.124094								
OG0079631													PILA_V/hiseq/c68462_g1_i1|m.85137								
OG0079632													PILA_DCR/hiseq/c91094_g1_i1|m.60151								
OG0079633													PILA_DCR/hiseq/c72714_g1_i1|m.29937								
OG0079634													PILA_V_3_3-6kb/010729|m.347078								
OG0079635													PILA_NACLR/hiseq/c19191_g1_i1|m.8762								
OG0079636													PILA_V/hiseq/c61079_g6_i1|m.58195								
OG0079637													PILA_DCS1kb_3/018228|m.91693								
OG0079638													PILA_V/hiseq/c60717_g11_i1|m.56383								
OG0079639													PILA_V1_1kb_1/025111|m.733656								
OG0079640													PILA_DCS1kb_2/000791|m.36308								
OG0079641													PILA_DCR/hiseq/c91457_g1_i1|m.61024								
OG0079642													PILA_DCR/hiseq/c98928_g1_i1|m.84429								
OG0079643													PILA_V_2_3-6kb/017503|m.298166								
OG0079644													PILA_V/hiseq/c22259_g1_i1|m.5719								
OG0079645													PILA_S_2kb_2/009040|m.612762								
OG0079646													PILA_DCR/hiseq/c97491_g1_i1|m.79085								
OG0079647													PILA_V1_1kb_3/023207|m.819017								
OG0079648													PILA_V/hiseq/c56050_g2_i3|m.39423								
OG0079649													PILA_V/hiseq/c54595_g1_i2|m.35379								
OG0079650													PILA_E1_3-6kb/013210|m.460315								
OG0079651													PILA_DCR/hiseq/c102667_g2_i1|m.100111								
OG0079652													PILA_DCR/hiseq/c104367_g1_i1|m.108574								
OG0079653													PILA_S_1_3-6kb/020831|m.45972								
OG0079654													PILA_BRS/miseq/c16288_g1_i1|m.14375								
OG0079655													PILA_V_2_3-6kb/013079|m.287615								
OG0079656													PILA_DCS1kb_3/001613|m.69767								
OG0079657													PILA_V_3_3-6kb/019203|m.366390								
OG0079658													PILA_DCR/hiseq/c100535_g3_i1|m.90556								
OG0079659													PILA_V/hiseq/c54405_g4_i1|m.34895								
OG0079660													PILA_DCR/hiseq/c69728_g1_i2|m.27225								
OG0079661													PILA_E1_2kb_2/021916|m.348821								
OG0079662													PILA_V/hiseq/c57444_g2_i1|m.43526								
OG0079663													PILA_DCS1kb_3/019107|m.92890								
OG0079664													PILA_V_3_3-6kb/017697|m.362975								
OG0079665													PILA_DCS_1kb/008659|m.110271								
OG0079666													PILA_V_2kb/016359|m.1015068								
OG0079667													PILA_V_2_3-6kb/022176|m.309450								
OG0079668													PILA_SDN/miseq/c41165_g1_i1|m.61274								
OG0079669													PILA_NACLR/hiseq/c21575_g1_i2|m.10001								
OG0079670													PILA_DCR/hiseq/c103710_g1_i1|m.105182								
OG0079671													PILA_V/hiseq/c838_g1_i1|m.133								
OG0079672													PILA_V_1kb/017869|m.889633								
OG0079673													PILA_Wound/hiseq/c3127_g1_i1|m.864								
OG0079674													PILA_SDN/miseq/c27869_g2_i1|m.33630								
OG0079675													PILA_V_2_3-6kb/010531|m.281578								
OG0079676													PILA_V/hiseq/c45060_g3_i1|m.17468								
OG0079677													PILA_V_3_3-6kb/008106|m.341160								
OG0079678													PILA_DCR/hiseq/c59672_g1_i1|m.20861								
OG0079679													PILA_DCS1kb_2/019885|m.62153								
OG0079680													PILA_JASS/hiseq/c58179_g1_i2|m.39870								
OG0079681													PILA_V/hiseq/c55838_g1_i2|m.38835								
OG0079682													PILA_V1_1kb_1/000150|m.696207								
OG0079683													PILA_SDN/miseq/c41345_g1_i1|m.61407								
OG0079684													PILA_Wound/hiseq/c1213_g1_i1|m.441								
OG0079685													PILA_V/hiseq/c61072_g3_i4|m.58172								
OG0079686													PILA_S_1kb_1/011852|m.491230								
OG0079687													PILA_V/hiseq/c7543_g1_i1|m.2019								
OG0079688													PILA_V/hiseq/c53722_g1_i1|m.33011								
OG0079689													PILA_DCR/hiseq/c104554_g5_i1|m.109596								
OG0079690													PILA_V_2_3-6kb/022972|m.311328								
OG0079691													PILA_V_2kb_2/005307|m.953192								
OG0079692													PILA_V/hiseq/c56178_g2_i2|m.39765								
OG0079693													PILA_DCS2kb_2/000505|m.168320								
OG0079694													PILA_BRS/miseq/c24194_g2_i2|m.30003								
OG0079695													PILA_SDN/miseq/c18047_g1_i2|m.14111								
OG0079696													PILA_V/hiseq/c40247_g1_i3|m.13905								
OG0079697													PILA_SDN/miseq/c41799_g1_i1|m.61739								
OG0079698													PILA_V/hiseq/c38919_g1_i1|m.12718								
OG0079699													PILA_NACLR/hiseq/c54241_g2_i1|m.32583								
OG0079700													PILA_S_3_3-6kb/014983|m.163739								
OG0079701													PILA_V_2_3-6kb/008534|m.277053								
OG0079702													PILA_V/hiseq/c57355_g2_i1|m.43216								
OG0079703													PILA_V/hiseq/c60934_g3_i1|m.57396								
OG0079704													PILA_E1_2kb_3/026757|m.391910								
OG0079705													PILA_V/hiseq/c63949_g2_i1|m.75237								
OG0079706													PILA_DCS1kb_1/022137|m.29234								
OG0079707													PILA_DCR/hiseq/c104343_g1_i2|m.108440								
OG0079708													PILA_V1_1kb_3/019942|m.814149								
OG0079709													PILA_DCR/hiseq/c94239_g1_i1|m.68736								
OG0079710													PILA_V/hiseq/c46754_g2_i2|m.19779								
OG0079711													PILA_DCR/hiseq/c103448_g2_i4|m.103937								
OG0079712													PILA_V_1_3-6kb/005352|m.199060								
OG0079713													PILA_S_1_3-6kb/006812|m.15261								
OG0079714													PILA_Wound/hiseq/c73396_g4_i2|m.63948								
OG0079715													PILA_S_2_3-6kb/002099|m.72075								
OG0079716													PILA_V/hiseq/c56134_g2_i2|m.39644								
OG0079717													PILA_V_2kb/017077|m.1016454								
OG0079718													PILA_BRN/hiseq/c59700_g1_i3|m.24463								
OG0079719													PILA_V_1kb/018325|m.890357								
OG0079720													PILA_DCR/hiseq/c104792_g1_i2|m.110928								
OG0079721													PILA_V/hiseq/c7621_g1_i1|m.2037								
OG0079722													PILA_V_2kb_2/001341|m.945725								
OG0079723													PILA_P/miseq/c32443_g4_i1|m.45460								
OG0079724													PILA_V_1kb/019855|m.892770								
OG0079725													PILA_Wound/hiseq/c27789_g1_i1|m.6536								
OG0079726													PILA_DCR/hiseq/c112011_g1_i1|m.143797								
OG0079727													PILA_BRN/hiseq/c52659_g1_i1|m.16390								
OG0079728													PILA_DCR/hiseq/c86424_g1_i2|m.49513								
OG0079729													PILA_DCR/hiseq/c37410_g1_i1|m.12203								
OG0079730													PILA_Wound/hiseq/c75096_g1_i1|m.73596								
OG0079731													PILA_V_3_3-6kb/015491|m.357991								
OG0079732													PILA_DCS2kb_3/003904|m.203281								
OG0079733													PILA_V/hiseq/c47565_g2_i2|m.21015								
OG0079734													PILA_NACLR/hiseq/c48258_g1_i1|m.24963								
OG0079735													PILA_V_1_3-6kb/025317|m.246147								
OG0079736													PILA_DCR/hiseq/c101335_g1_i3|m.94094								
OG0079737													PILA_V1_1kb_1/017445|m.722241								
OG0079738													PILA_S_3_3-6kb/001192|m.134272								
OG0079739													PILA_P/miseq/c33827_g2_i3|m.52286								
OG0079740													PILA_V/hiseq/c46989_g1_i1|m.20146								
OG0079741													PILA_BRN/hiseq/c77248_g1_i1|m.72166								
OG0079742													PILA_K_S1/c28471_g2_i1|m.223094								
OG0079743													PILA_DCR/hiseq/c102134_g1_i1|m.97748								
OG0079744													PILA_V_1_3-6kb/024838|m.244944								
OG0079745													PILA_V1_1kb_2/021308|m.773858								
OG0079746													PILA_V/hiseq/c46079_g1_i3|m.18965								
OG0079747													PILA_V/hiseq/c50351_g1_i2|m.25626								
OG0079748													PILA_V/hiseq/c60419_g2_i3|m.54865								
OG0079749													PILA_NACLR/hiseq/c68456_g1_i1|m.66068								
OG0079750													PILA_V_2kb_1/015868|m.934575								
OG0079751													PILA_SDN/miseq/c47794_g1_i1|m.64922								
OG0079752													PILA_DCS1kb_2/007455|m.45294								
OG0079753													PILA_V_1kb/000491|m.862155								
OG0079754													PILA_V_1kb/014279|m.883989								
OG0079755													PILA_DCR/hiseq/c102008_g1_i1|m.97157								
OG0079756													PILA_DCS1kb_3/005400|m.74752								
OG0079757													PILA_V1_2kb/006750|m.836131								
OG0079758													PILA_DCR/hiseq/c89781_g1_i1|m.57009								
OG0079759													PILA_DCR/hiseq/c57983_g1_i1|m.19401								
OG0079760													PILA_V_2kb/015501|m.1013408								
OG0079761													PILA_DCS/hiseq/c56669_g2_i2|m.37541								
OG0079762													PILA_V/hiseq/c38242_g1_i3|m.12181								
OG0079763													PILA_V/hiseq/c34187_g1_i1|m.9520								
OG0079764													PILA_V/hiseq/c51511_g1_i1|m.27965								
OG0079765													PILA_NACLR/hiseq/c62126_g1_i1|m.46778								
OG0079766													PILA_NACLR/hiseq/c77338_g1_i1|m.87044								
OG0079767													PILA_S_1kb/009990|m.552258								
OG0079768													PILA_BRS/miseq/c8328_g1_i1|m.5640								
OG0079769													PILA_SDN/miseq/c48640_g1_i1|m.65445								
OG0079770													PILA_M_S1/c32111_g1_i4|m.144499								
OG0079771													PILA_DCR/hiseq/c103870_g2_i2|m.105899								
OG0079772													PILA_DCS2kb_2/017422|m.189093								
OG0079773													PILA_S_1kb/017849|m.564887								
OG0079774													PILA_DCS_1kb/018034|m.122939								
OG0079775													PILA_V/hiseq/c61195_g6_i3|m.58788								
OG0079776													PILA_V/hiseq/c55124_g2_i1|m.36788								
OG0079777													PILA_V_1_3-6kb/017060|m.226382								
OG0079778													PILA_DCS1kb_2/014435|m.54708								
OG0079779													PILA_NACLR/hiseq/c72210_g1_i1|m.83167								
OG0079780													PILA_DCR/hiseq/c96334_g2_i1|m.75101								
OG0079781													PILA_DCR/hiseq/c69399_g2_i1|m.26888								
OG0079782													PILA_Wound/hiseq/c58679_g1_i2|m.20721								
OG0079783													PILA_V1_1kb_3/010301|m.799530								
OG0079784													PILA_V/hiseq/c8147_g1_i1|m.2199								
OG0079785													PILA_S_1_3-6kb/017102|m.37658								
OG0079786													PILA_DCS_1kb/016360|m.120659								
OG0079787													PILA_V_2_3-6kb/003948|m.266528								
OG0079788													PILA_Wound/hiseq/c54533_g2_i1|m.17133								
OG0079789													PILA_V/hiseq/c13741_g1_i1|m.3596								
OG0079790													PILA_DCR/hiseq/c107718_g1_i5|m.129903								
OG0079791													PILA_DCR/hiseq/c102408_g1_i2|m.98928								
OG0079792													PILA_DCR/hiseq/c88245_g1_i1|m.53487								
OG0079793													PILA_S/hiseq/c27502_g1_i1|m.8558								
OG0079794													PILA_V/hiseq/c43896_g1_i1|m.16327								
OG0079795													PILA_S_1kb_1/015351|m.496981								
OG0079796													PILA_V/hiseq/c61008_g5_i2|m.57806								
OG0079797													PILA_V_3_3-6kb/008405|m.341814								
OG0079798													PILA_V/hiseq/c56617_g2_i2|m.41002								
OG0079799													PILA_S_1kb/010455|m.553022								
OG0079800													PILA_DCR/hiseq/c84529_g1_i2|m.46073								
OG0079801													PILA_V/hiseq/c50496_g1_i1|m.25898								
OG0079802													PILA_E1_3-6kb/008835|m.451934								
OG0079803													PILA_V/hiseq/c1893_g1_i1|m.339								
OG0079804													PILA_V_2_3-6kb/001089|m.259368								
OG0079805													PILA_V1_1kb_2/012129|m.759988								
OG0079806													PILA_E1_3-6kb/005789|m.446232								
OG0079807													PILA_DCS1kb_2/017261|m.58543								
OG0079808													PILA_DCR/hiseq/c100554_g2_i1|m.90633								
OG0079809													PILA_S_3_3-6kb/022172|m.179122								
OG0079810													PILA_V_1kb/019651|m.892463								
OG0079811													PILA_NACLR/hiseq/c56392_g1_i1|m.35507								
OG0079812													PILA_V/hiseq/c63503_g3_i1|m.72077								
OG0079813													PILA_BRS/miseq/c54683_g1_i1|m.68319								
OG0079814													PILA_DCS1kb_1/026450|m.35045								
OG0079815													PILA_V/hiseq/c57277_g1_i2|m.42977								
OG0079816													PILA_V_2kb/005968|m.995190								
OG0079817													PILA_DCS_1kb/011361|m.113861								
OG0079818													PILA_V/hiseq/c55767_g1_i2|m.38584								
OG0079819													PILA_V/hiseq/c54974_g3_i1|m.36415								
OG0079820													PILA_S_2kb_2/012194|m.617489								
OG0079821													PILA_V/hiseq/c5350_g1_i1|m.1412								
OG0079822													PILA_V1_1kb_2/005060|m.749319								
OG0079823													PILA_V_1_3-6kb/014173|m.219426								
OG0079824													PILA_DCS_2kb/008681|m.242203								
OG0079825													PILA_V/hiseq/c54036_g1_i2|m.33908								
OG0079826													PILA_DCS2kb_3/023754|m.227642								
OG0079827													PILA_V1_2kb/009558|m.841134								
OG0079828													PILA_V_1kb/020869|m.894377								
OG0079829													PILA_E1_2kb_1/003591|m.290694								
OG0079830													PILA_Wound/hiseq/c60283_g1_i1|m.22952								
OG0079831													PILA_DCS1kb_1/009535|m.12489								
OG0079832													PILA_NACLR/hiseq/c70717_g1_i2|m.77486								
OG0079833													PILA_BRS/miseq/c2523_g1_i1|m.1724								
OG0079834													PILA_V_1_3-6kb/026179|m.248226								
OG0079835													PILA_DCR/hiseq/c88465_g1_i2|m.54068								
OG0079836													PILA_V1_2kb/001895|m.827577								
OG0079837													PILA_NACLR/hiseq/c47396_g1_i2|m.24028								
OG0079838													PILA_S_2kb_2/008259|m.611643								
OG0079839													PILA_DCS1kb_2/020081|m.62411								
OG0079840													PILA_BRN/hiseq/c43393_g1_i2|m.10531								
OG0079841													PILA_BRS/miseq/c40645_g1_i1|m.62119								
OG0079842													PILA_BRN/hiseq/c18550_g1_i2|m.4147								
OG0079843													PILA_V_1_3-6kb/000531|m.187043								
OG0079844													PILA_V/hiseq/c55716_g1_i1|m.38444								
OG0079845													PILA_V/hiseq/c61217_g2_i4|m.58928								
OG0079846													PILA_BRN/hiseq/c58146_g2_i1|m.22325								
OG0079847													PILA_DCR/hiseq/c103317_g1_i1|m.103283								
OG0079848													PILA_SDN/miseq/c52852_g1_i1|m.67573								
OG0079849													PILA_S_1_3-6kb/002177|m.5253								
OG0079850													PILA_V1_1kb_3/012234|m.802395								
OG0079851													PILA_SDN/miseq/c41756_g1_i1|m.61707								
OG0079852													PILA_SDN/miseq/c41845_g1_i1|m.61773								
OG0079853													PILA_V/hiseq/c35017_g1_i1|m.10000								
OG0079854													PILA_V1_1kb_3/013704|m.804606								
OG0079855													PILA_DCR/hiseq/c106174_g1_i2|m.118944								
OG0079856													PILA_DCR/hiseq/c39516_g1_i2|m.12935								
OG0079857													PILA_V/hiseq/c48773_g1_i1|m.22888								
OG0079858													PILA_S_1kb_1/014538|m.495680								
OG0079859													PILA_V_3_3-6kb/015882|m.358884								
OG0079860													PILA_V/hiseq/c60472_g1_i4|m.55124								
OG0079861													PILA_V_2_3-6kb/002606|m.263239								
OG0079862													PILA_V/hiseq/c13366_g1_i1|m.3480								
OG0079863													PILA_V_2_3-6kb/020242|m.304766								
OG0079864													PILA_Basket/c28149_g1_i1|m.54263								
OG0079865													PILA_DCS_2kb/004653|m.236732								
OG0079866													PILA_V/hiseq/c66169_g1_i1|m.83826								
OG0079867													PILA_SDN/miseq/c46760_g1_i1|m.64171								
OG0079868													PILA_S_2_3-6kb/024583|m.120271								
OG0079869													PILA_S_2_3-6kb/017502|m.105097								
OG0079870													PILA_DCS1kb_2/017971|m.59523								
OG0079871													PILA_V/hiseq/c49803_g2_i3|m.24754								
OG0079872													PILA_DCR/hiseq/c90500_g1_i1|m.58666								
OG0079873													PILA_BRS/miseq/c289_g1_i1|m.190								
OG0079874													PILA_DCR/hiseq/c102519_g1_i3|m.99491								
OG0079875													PILA_NACLR/hiseq/c57010_g1_i3|m.36412								
OG0079876													PILA_E1_1kb/004059|m.270311								
OG0079877													PILA_V1_1kb_2/025649|m.780444								
OG0079878													PILA_V/hiseq/c51368_g1_i1|m.27705								
OG0079879													PILA_S_1_3-6kb/007891|m.17588								
OG0079880													PILA_V_3_3-6kb/006976|m.338696								
OG0079881													PILA_V_1_3-6kb/013150|m.217071								
OG0079882													PILA_V/hiseq/c23500_g1_i2|m.5990								
OG0079883													PILA_V/hiseq/c1782_g1_i1|m.308								
OG0079884													PILA_V/hiseq/c42468_g1_i1|m.15301								
OG0079885													PILA_NACLR/hiseq/c61355_g1_i1|m.44945								
OG0079886													PILA_NACLR/hiseq/c68832_g1_i1|m.67785								
OG0079887													PILA_V_2_3-6kb/012242|m.285621								
OG0079888													PILA_DCR/hiseq/c72509_g1_i1|m.29776								
OG0079889													PILA_DCS1kb_2/019033|m.60973								
OG0079890													PILA_P/miseq/c60598_g1_i1|m.60402								
OG0079891													PILA_S_2_3-6kb/027639|m.127035								
OG0079892													PILA_BRN/hiseq/c58829_g1_i1|m.23125								
OG0079893													PILA_V/hiseq/c29975_g1_i1|m.8436								
OG0079894													PILA_V1_2kb/018079|m.856147								
OG0079895													PILA_DCR/hiseq/c104873_g1_i2|m.111409								
OG0079896													PILA_SDN/miseq/c60114_g1_i2|m.71450								
OG0079897													PILA_DCR/hiseq/c94126_g1_i2|m.68388								
OG0079898													PILA_V/hiseq/c37990_g1_i1|m.11965								
OG0079899													PILA_V/hiseq/c47910_g1_i1|m.21554								
OG0079900													PILA_DCR/hiseq/c84409_g1_i1|m.45851								
OG0079901													PILA_V/hiseq/c50538_g1_i1|m.25989								
OG0079902													PILA_V/hiseq/c55827_g1_i1|m.38796								
OG0079903													PILA_M_S1/c30723_g1_i5|m.140551								
OG0079904													PILA_S_3_3-6kb/001320|m.134575								
OG0079905													PILA_SDN/miseq/c32657_g1_i1|m.56699								
OG0079906													PILA_Wound/hiseq/c15808_g1_i1|m.3698								
OG0079907													PILA_DCR/hiseq/c87345_g1_i1|m.51485								
OG0079908													PILA_DCR/hiseq/c12069_g1_i2|m.3985								
OG0079909													PILA_V_3_3-6kb/023739|m.376699								
OG0079910													PILA_DCR/hiseq/c95966_g1_i2|m.73968								
OG0079911													PILA_NACLR/hiseq/c23017_g1_i2|m.11019								
OG0079912													PILA_V_1kb/polished_high/000569|m.660								
OG0079913													PILA_DCR/hiseq/c78754_g2_i1|m.37464								
OG0079914													PILA_NACLR/hiseq/c66723_g1_i1|m.59753								
OG0079915													PILA_Wound/hiseq/c62584_g1_i2|m.26810								
OG0079916													PILA_V_2_3-6kb/020445|m.305253								
OG0079917													PILA_V_2_3-6kb/025814|m.318168								
OG0079918													PILA_P/miseq/c53698_g1_i1|m.58438								
OG0079919													PILA_Wound/hiseq/c17715_g1_i1|m.4334								
OG0079920													PILA_V_2_3-6kb/020003|m.304139								
OG0079921													PILA_BRN/hiseq/c23644_g1_i1|m.5966								
OG0079922													PILA_DCR/hiseq/c99519_g1_i1|m.86546								
OG0079923													PILA_JASS/hiseq/c61653_g6_i8|m.58016								
OG0079924													PILA_V_2_3-6kb/021457|m.307719								
OG0079925													PILA_DCS2kb_1/019671|m.161111								
OG0079926													PILA_S_2_3-6kb/003904|m.76115								
OG0079927													PILA_V_2_3-6kb/011603|m.284094								
OG0079928													PILA_BRS/miseq/c25054_g1_i3|m.32373								
OG0079929													PILA_NACLR/hiseq/c60544_g1_i2|m.43149								
OG0079930													PILA_V_1_3-6kb/009871|m.209436								
OG0079931													PILA_DCR/hiseq/c83133_g1_i1|m.43479								
OG0079932													PILA_JASS/hiseq/c38489_g1_i1|m.9122								
OG0079933													PILA_V_1_3-6kb/005896|m.200370								
OG0079934													PILA_JASS/hiseq/c58189_g3_i7|m.39927								
OG0079935													PILA_BRS/miseq/c35866_g1_i1|m.59928								
OG0079936													PILA_NACLR/hiseq/c65548_g1_i1|m.56116								
OG0079937													PILA_DCR/hiseq/c77622_g2_i2|m.35863								
OG0079938													PILA_S_3_3-6kb/024795|m.184761								
OG0079939													PILA_DCS1kb_3/008035|m.78142								
OG0079940													PILA_DCR/hiseq/c93825_g1_i1|m.67503								
OG0079941													PILA_DCS1kb_3/015050|m.87479								
OG0079942													PILA_BRS/miseq/c37870_g1_i2|m.60592								
OG0079943													PILA_V_1_3-6kb/005166|m.198623								
OG0079944													PILA_SDN/miseq/c35915_g1_i1|m.58575								
OG0079945													PILA_M_S1/c92198_g1_i1|m.177897								
OG0079946													PILA_DCR/hiseq/c82163_g2_i1|m.41749								
OG0079947													PILA_V_2_3-6kb/007487|m.274634								
OG0079948													PILA_V_3_3-6kb/015381|m.357760								
OG0079949													PILA_V_3_3-6kb/015392|m.357798								
OG0079950													PILA_V_1_3-6kb/007242|m.203459								
OG0079951													PILA_DCS_2kb/020412|m.258098								
OG0079952													PILA_SDN/miseq/c62441_g1_i1|m.72718								
OG0079953													PILA_V_1_3-6kb/022111|m.238425								
OG0079954													PILA_S_2_3-6kb/001182|m.70018								
OG0079955													PILA_NACLR/hiseq/c21721_g1_i2|m.10081								
OG0079956													PILA_DCR/hiseq/c100132_g1_i1|m.88906								
OG0079957													PILA_BRS/miseq/c53506_g1_i2|m.67730								
OG0079958													PILA_V_3_3-6kb/000954|m.324706								
OG0079959													PILA_DCR/hiseq/c104877_g1_i1|m.111461								
OG0079960													PILA_V_1_3-6kb/003628|m.194952								
OG0079961													PILA_V_2_3-6kb/021055|m.306698								
OG0079962													PILA_V_1_3-6kb/010231|m.210272								
OG0079963													PILA_DCR/hiseq/c97482_g2_i1|m.79054								
OG0079964													PILA_DCS2kb_1/005101|m.143442								
OG0079965													PILA_DCR/hiseq/c105480_g2_i2|m.114800								
OG0079966													PILA_DCR/hiseq/c108297_g1_i1|m.134220								
OG0079967													PILA_V_1_3-6kb/016522|m.224991								
OG0079968													PILA_DCR/hiseq/c92146_g2_i1|m.62945								
OG0079969													PILA_BRN/hiseq/c55798_g1_i1|m.19479								
OG0079970													PILA_V_1_3-6kb/004308|m.196630								
OG0079971													PILA_BRS/miseq/c10705_g1_i1|m.7592								
OG0079972													PILA_V_1_3-6kb/009268|m.208030								
OG0079973													PILA_BRS/miseq/c11497_g1_i2|m.8352								
OG0079974													PILA_DCS1kb_2/polished_high/000993|m.1032								
OG0079975													PILA_V_1_3-6kb/019817|m.232952								
OG0079976													PILA_DCS_1kb/010102|m.112201								
OG0079977													PILA_DCR/hiseq/c99265_g1_i1|m.85669								
OG0079978													PILA_Wound/hiseq/c72018_g2_i6|m.56189								
OG0079979													PILA_DCR/hiseq/c89804_g1_i3|m.57072								
OG0079980													PILA_V_1_3-6kb/003565|m.194760								
OG0079981													PILA_DCR/hiseq/c100445_g2_i7|m.90224								
OG0079982													PILA_NACLR/hiseq/c64467_g1_i1|m.52842								
OG0079983													PILA_S_2_3-6kb/003377|m.74925								
OG0079984													PILA_S_2_3-6kb/005906|m.80451								
OG0079985													PILA_BRN/hiseq/c47502_g1_i1|m.12989								
OG0079986													PILA_DCR/hiseq/c93170_g1_i2|m.65679								
OG0079987													PILA_Wound/hiseq/c74058_g2_i5|m.68037								
OG0079988													PILA_V_1_3-6kb/018591|m.230135								
OG0079989													PILA_P/miseq/c50248_g1_i1|m.57440								
OG0079990													PILA_S_1_3-6kb/007718|m.17193								
OG0079991													PILA_DCR/hiseq/c95722_g1_i1|m.73207								
OG0079992													PILA_V_1_3-6kb/026872|m.249856								
OG0079993													PILA_V_2_3-6kb/023949|m.313731								
OG0079994													PILA_V_3_3-6kb/010508|m.346571								
OG0079995													PILA_S_1_3-6kb/017482|m.38527								
OG0079996													PILA_P/miseq/c16507_g1_i1|m.9261								
OG0079997													PILA_V_1_3-6kb/021731|m.237509								
OG0079998													PILA_V_1kb/polished_high/001436|m.1455								
OG0079999													PILA_S_2_3-6kb/025826|m.122986								
OG0080000													PILA_SDN/miseq/c27135_g1_i2|m.31429								
OG0080001													PILA_BRS/miseq/c38654_g1_i1|m.61146								
